id,%chg_lq_estabishments,%chg_total_emp,%chge_lq_total_qtrly_wages,%chge_lq_taxable_wages,%chge_avg_wkly_wage
38231,6.56,1.532666667,1.934,0.426,1.126
38232,8.37,1.514666667,2.238,0.494,1.19
38233,8.43,1.525333333,1.874,0.458,1.128
38234,13.06,0.849333333,0.846,1.016,0.972
38235,12.98,0.830666667,0.832,0.792,0.948
38236,13.36,0.843333333,0.824,0.78,0.952
38237,13.15,0.856666667,0.862,0.548,0.946
38238,13.47,0.812666667,0.812,0.736,0.934
38239,13.53,0.835333333,0.794,0.75,0.904
38240,13.61,0.845333333,0.82,0.58,0.926
38241,13.51,0.854,0.868,0.972,0.976
38242,13.73,0.856666667,0.878,0.796,0.96
38243,13.72,0.873333333,0.884,0.842,0.982
38244,13.76,0.88,0.876,0.65,0.966
38245,13.64,0.859333333,0.9,0.944,1.012
38246,13.69,0.850666667,0.86,0.772,0.966
38247,13.6,0.851333333,0.812,0.768,0.914
38248,13.55,0.863333333,0.844,0.674,0.954
38249,13.6,0.826,0.874,0.892,1.064
38250,13.6,0.835333333,0.846,0.776,0.966
38251,3.64,0.928,0.998,0.422,1.074
38252,3.66,0.928666667,0.97,0.418,1.04
38253,3.63,0.924,0.978,0.416,1.052
38254,3.64,0.924,0.982,0.412,1.058
38255,3.65,0.936666667,0.98,0.42,1.034
38256,3.62,0.936,0.994,0.416,1.052
38257,3.62,0.941333333,0.996,0.412,1.052
38258,3.61,0.951333333,1.034,0.424,1.086
38259,3.6,0.952666667,0.994,0.418,1.04
38260,3.59,0.948666667,1.016,0.414,1.056
38261,3.61,0.946,1.018,0.41,1.064
38262,3.61,0.946,1.018,0.42,1.076
38263,3.59,0.952666667,0.996,0.416,1.038
38264,3.57,0.952,1.006,0.414,1.038
38265,3.61,0.952,1.006,0.41,1.05
38266,3.7,0.95,1.044,0.42,1.128
38267,3.7,0.957333333,0.988,0.416,1.026
38268,5.57,0.998,1.254,2.014,1.18
38269,5.56,1,1.202,1.6,1.11
38270,5.58,0.962666667,1.14,1.378,1.106
38271,5.57,0.994,1.212,1.276,1.152
38272,5.53,0.985333333,1.168,1.478,1.106
38273,5.48,0.956,1.106,1.24,1.09
38274,5.48,0.979333333,1.188,1.146,1.136
38275,5.46,0.988,1.264,1.99,1.186
38276,5.49,0.992666667,1.196,1.452,1.112
38277,5.49,0.96,1.132,1.252,1.11
38278,5.52,0.999333333,1.268,1.26,1.144
38279,5.52,1.002,1.316,2.068,1.23
38280,5.48,1.016,1.232,1.546,1.114
38281,5.48,0.992,1.19,1.336,1.114
38282,5.4,1.032666667,1.268,1.032,1.156
38283,5.54,1.003333333,1.348,2.294,1.3
38284,5.54,0.999333333,1.214,1.346,1.134
38285,29.57,2.535333333,3.288,0.904,1.048
38286,29.58,2.433333333,2.6,0.808,0.968
38287,29.23,2.322,2.748,0.746,0.984
38288,29.49,2.345333333,2.466,0.628,0.956
38289,29.07,2.068,2.268,0.688,0.988
38290,30.58,2.092,2.624,0.744,1.002
38291,30.84,2.331333333,2.818,0.832,1.016
38292,32.23,2.302,2.744,0.754,1.068
38293,32.15,2.294666667,2.432,0.714,0.976
38294,32.31,2.218,2.808,0.738,1.008
38295,32.46,2.282666667,2.768,0.642,1.034
38296,33.2,2.278666667,3.014,0.796,1.094
38297,31.22,2.264666667,2.604,0.662,0.974
38298,30.92,2.208,2.54,0.676,0.964
38299,30.82,2.225333333,2.45,0.618,0.988
38300,32.67,2.241333333,2.786,0.76,1.13
38301,32.37,2.274666667,2.736,0.7,1.018
38302,11.55,1.026666667,1.212,1.052,1.154
38303,11.6,1.032,1.166,0.808,1.09
38304,11.68,1.016,1.154,0.738,1.108
38305,11.67,1.036666667,1.174,0.658,1.114
38306,11.7,1.05,1.176,0.8,1.086
38307,11.63,1.022666667,1.146,0.74,1.096
38308,11.73,1.041333333,1.2,0.682,1.13
38309,11.64,1.034,1.23,1.056,1.158
38310,11.68,1.031333333,1.192,0.814,1.12
38311,11.68,1.017333333,1.164,0.752,1.12
38312,11.73,1.046,1.222,0.658,1.148
38313,11.94,1.035333333,1.23,0.968,1.156
38314,11.9,1.045333333,1.202,0.794,1.108
38315,11.89,1.031333333,1.16,0.784,1.1
38316,11.68,1.048,1.222,0.71,1.148
38317,12.57,1.042666667,1.318,0.99,1.228
38318,12.48,1.057333333,1.222,0.784,1.118
38319,9.87,1.195333333,1.556,1.258,1.274
38320,9.86,1.166,1.394,0.896,1.154
38321,9.78,1.147333333,1.386,0.8,1.186
38322,9.79,1.185333333,1.414,0.688,1.164
38323,9.72,1.106666667,1.298,0.848,1.146
38324,9.66,1.11,1.34,0.792,1.19
38325,9.69,1.140666667,1.398,0.674,1.202
38326,9.76,1.150666667,1.488,1.256,1.244
38327,9.74,1.157333333,1.392,0.892,1.168
38328,9.75,1.158,1.388,0.806,1.19
38329,9.84,1.181333333,1.458,0.696,1.206
38330,9.89,1.178666667,1.548,1.264,1.276
38331,9.88,1.176666667,1.434,0.918,1.184
38332,9.88,1.16,1.358,0.818,1.154
38333,9.85,1.194,1.446,0.722,1.196
38334,10.77,1.207333333,1.632,1.288,1.286
38335,10.68,1.194,1.44,0.902,1.178
38336,9.74,1.111333333,1.324,0.5,1.178
38337,9.88,1.172666667,1.312,0.476,1.112
38338,9.85,1.166,1.392,0.47,1.168
38339,9.91,1.128666667,1.308,0.46,1.152
38340,10,1.160666667,1.322,0.474,1.128
38341,9.98,1.14,1.358,0.476,1.166
38342,10.11,1.126,1.352,0.458,1.194
38343,10.12,1.12,1.372,0.508,1.204
38344,10.11,1.204,1.38,0.476,1.134
38345,10.08,1.180666667,1.418,0.47,1.172
38346,10.18,1.171333333,1.392,0.458,1.178
38347,10.25,1.137333333,1.402,0.502,1.21
38348,10.12,1.209333333,1.406,0.478,1.142
38349,10.16,1.186,1.372,0.472,1.134
38350,10.14,1.192,1.41,0.458,1.17
38351,11.54,1.168666667,1.516,0.498,1.264
38352,11.6,1.22,1.44,0.482,1.158
38353,11.87,1.272666667,1.552,1.042,1.188
38354,11.87,1.319333333,1.492,0.772,1.102
38355,12.05,1.288666667,1.546,0.678,1.16
38356,12.25,1.266,1.496,0.57,1.158
38357,11.88,1.246,1.42,0.742,1.112
38358,11.9,1.216666667,1.438,0.648,1.156
38359,11.77,1.21,1.504,0.552,1.212
38360,11.82,1.202,1.476,0.964,1.186
38361,11.87,1.269333333,1.508,0.722,1.144
38362,11.82,1.297333333,1.578,0.65,1.168
38363,11.91,1.294666667,1.562,0.596,1.164
38364,12.08,1.271333333,1.538,0.988,1.17
38365,12.08,1.353333333,1.586,0.796,1.12
38366,12.06,1.322,1.588,0.698,1.148
38367,12.14,1.326666667,1.588,0.568,1.154
38368,13.18,1.321333333,1.674,1.006,1.23
38369,13.05,1.381333333,1.55,0.79,1.098
38370,10.49,1.068,1.392,2.368,1.276
38371,10.56,1.020666667,1.248,2.036,1.232
38372,10.55,0.971333333,1.164,1.012,1.216
38373,10.67,1.072666667,1.244,1.72,1.158
38374,10.54,0.977333333,1.15,2.018,1.2
38375,10.4,0.944,1.138,1.198,1.218
38376,10.42,1.041333333,1.216,1.744,1.158
38377,10.47,1.048666667,1.254,2.464,1.19
38378,10.49,1.004,1.174,2.094,1.182
38379,10.49,0.965333333,1.144,1.206,1.198
38380,10.62,1.072666667,1.234,1.658,1.144
38381,10.66,1.070666667,1.314,2.288,1.214
38382,10.62,1.062666667,1.278,2.082,1.182
38383,10.67,0.988,1.166,1.244,1.19
38384,10.55,1.107333333,1.33,1.874,1.184
38385,11.18,1.116666667,1.418,1.232,1.276
38386,11.26,1.101333333,1.354,0.978,1.21
38387,3.21,0.628666667,0.596,0.406,0.882
38388,3.2,0.632666667,0.61,0.408,0.906
38389,3.18,0.621333333,0.6,0.41,0.894
38390,3.18,0.628666667,0.612,0.408,0.93
38391,3.18,0.628666667,0.604,0.41,0.89
38392,3.17,0.618666667,0.596,0.41,0.882
38393,3.17,0.625333333,0.604,0.408,0.914
38394,3.18,0.628,0.606,0.406,0.91
38395,3.18,0.630666667,0.602,0.408,0.888
38396,3.18,0.623333333,0.586,0.41,0.852
38397,3.17,0.631333333,0.612,0.408,0.918
38398,3.2,0.633333333,0.606,0.406,0.912
38399,3.19,0.637333333,0.628,0.408,0.932
38400,3.19,0.626666667,0.598,0.412,0.894
38401,3.19,0.635333333,0.622,0.41,0.944
38402,3.3,0.646666667,0.64,0.406,0.97
38403,3.31,0.651333333,0.636,0.408,0.92
38404,22.57,0.609333333,0.552,0.388,0.56
38405,22.76,0.611333333,0.546,0.386,0.534
38406,22.07,0.634,0.598,0.386,0.568
38407,24.99,0.580666667,0.55,0.394,0.568
38408,23.84,0.558666667,0.47,0.384,0.504
38409,23.76,0.637333333,0.572,0.384,0.548
38410,24.49,0.541333333,0.522,0.394,0.576
38411,24.76,0.534,0.514,0.386,0.576
38412,24.39,0.529333333,0.482,0.386,0.538
38413,24.39,0.562666667,0.546,0.384,0.58
38414,24.56,0.534,0.532,0.392,0.598
38415,25.41,0.422666667,0.438,0.2,0.758
38416,25.34,0.387333333,0.364,0.2,0.604
38417,24.7,0.385333333,0.428,0.2,0.72
38418,23.74,0.386,0.394,0.2,0.674
38419,34.57,1.836,2.5,1.522,1.172
38420,33.95,1.812,2.18,1.21,1.06
38421,5.02,0.796,0.9,0.446,1.166
38422,4.96,0.792,0.884,0.434,1.118
38423,4.97,0.743333333,0.812,0.434,1.118
38424,4.97,0.792,0.862,0.434,1.112
38425,4.93,0.772666667,0.896,0.432,1.164
38426,4.93,0.752666667,0.816,0.438,1.114
38427,4.94,0.776666667,0.856,0.43,1.134
38428,4.94,0.777333333,0.926,0.446,1.24
38429,4.9,0.778666667,0.912,0.434,1.194
38430,4.87,0.764666667,0.82,0.442,1.11
38431,4.89,0.784666667,0.868,0.416,1.166
38432,4.87,0.778666667,0.914,0.434,1.236
38433,4.87,0.78,0.9,0.424,1.172
38434,4.86,0.739333333,0.812,0.442,1.13
38435,4.83,0.774,0.866,0.42,1.164
38436,4.97,0.777333333,0.898,0.446,1.266
38437,4.95,0.780666667,0.914,0.436,1.186
38438,3.69,0.526,0.502,0.402,0.55
38439,3.74,0.515333333,0.498,0.404,0.552
38440,3.78,0.52,0.502,0.406,0.558
38441,3.81,0.517333333,0.502,0.406,0.568
38442,3.86,0.539333333,0.524,0.414,0.922
38443,3.83,0.512666667,0.498,0.406,0.56
38444,3.88,0.533333333,0.524,0.416,0.982
38445,3.83,0.539333333,0.518,0.414,0.916
38446,3.79,0.556666667,0.524,0.414,0.796
38447,3.79,0.562,0.534,0.414,0.85
38448,3.71,0.574,0.536,0.414,0.804
38449,3.77,0.346,0.296,0.2,0.456
38450,3.74,0.349333333,0.304,0.2,0.47
38451,3.96,0.352,0.3,0.2,0.45
38452,3.99,0.356666667,0.322,0.2,0.508
38453,4.04,0.601333333,0.536,0.414,0.754
38454,3.92,0.594666667,0.544,0.414,0.776
38455,7.4,0.838,1.014,0.54,1.248
38456,7.51,0.838666667,0.972,0.474,1.162
38457,7.39,0.845333333,0.97,0.456,1.16
38458,7.39,0.841333333,0.978,0.484,1.17
38459,7.23,0.869333333,1.016,0.47,1.166
38460,7.26,0.850666667,0.988,0.472,1.164
38461,7.48,0.846666667,0.988,0.474,1.184
38462,7.49,0.848,1.05,0.536,1.274
38463,7.51,0.845333333,1,0.466,1.184
38464,7.58,0.852,0.994,0.454,1.174
38465,7.58,0.853333333,1.01,0.462,1.19
38466,7.61,0.864666667,1.056,0.538,1.214
38467,7.86,0.862,1.016,0.466,1.186
38468,8.03,0.865333333,1.014,0.476,1.166
38469,8.1,0.872,1.002,0.444,1.152
38470,8.1,0.877333333,1.074,0.498,1.208
38471,8.02,0.878,1.034,0.448,1.164
38472,4.11,0.783333333,0.766,0.476,0.964
38473,4.1,0.781333333,0.762,0.426,0.956
38474,4.08,0.78,0.758,0.44,0.958
38475,4.1,0.784666667,0.762,0.44,0.96
38476,4.07,0.794,0.772,0.43,0.95
38477,4.03,0.783333333,0.766,0.434,0.954
38478,4.06,0.790666667,0.782,0.43,0.976
38479,4.1,0.798666667,0.778,0.482,0.958
38480,4.12,0.796666667,0.772,0.43,0.942
38481,4.14,0.795333333,0.774,0.446,0.946
38482,4.16,0.8,0.784,0.444,0.966
38483,4.17,0.807333333,0.786,0.496,0.95
38484,4.19,0.804,0.78,0.432,0.954
38485,4.19,0.806,0.788,0.448,0.958
38486,4.21,0.805333333,0.79,0.44,0.964
38487,4.24,0.812666667,0.784,0.496,0.944
38488,4.22,0.808666667,0.784,0.428,0.948
38489,11.41,0.858666667,0.948,0.534,1.116
38490,11.42,0.861333333,0.92,0.48,1.058
38491,11.36,0.876,0.92,0.48,1.048
38492,11.52,0.866666667,0.928,0.458,1.064
38493,11.54,0.869333333,0.926,0.488,1.056
38494,11.55,0.876,0.936,0.468,1.07
38495,11.85,0.859333333,0.946,0.428,1.106
38496,11.94,0.865333333,0.994,0.546,1.166
38497,11.89,0.865333333,0.938,0.476,1.074
38498,12.05,0.878,0.948,0.458,1.07
38499,12.19,0.868,0.932,0.442,1.076
38500,12.15,0.875333333,0.984,0.556,1.11
38501,12.23,0.87,0.92,0.482,1.06
38502,12.53,0.878666667,0.94,0.476,1.06
38503,12.64,0.872,0.91,0.504,1.042
38504,12.97,0.871333333,0.96,0.566,1.098
38505,12.8,0.867333333,0.898,0.496,1.03
38506,6.66,0.764666667,0.784,0.492,0.996
38507,6.68,0.757333333,0.754,0.43,0.95
38508,6.65,0.758666667,0.744,0.43,0.922
38509,6.7,0.750666667,0.732,0.432,0.926
38510,6.68,0.775333333,0.792,0.436,0.984
38511,6.68,0.768,0.776,0.438,0.964
38512,6.81,0.756666667,0.756,0.426,0.964
38513,6.82,0.758666667,0.768,0.492,0.976
38514,6.85,0.758,0.73,0.43,0.91
38515,6.94,0.766,0.748,0.428,0.92
38516,6.92,0.774,0.768,0.468,0.96
38517,6.99,0.788,0.794,0.554,0.972
38518,7.05,0.789333333,0.794,0.474,0.972
38519,7.11,0.804,0.822,0.454,0.982
38520,7.16,0.803333333,0.832,0.462,1.002
38521,7.24,0.808,0.838,0.568,1.002
38522,7.21,0.798666667,0.816,0.476,0.986
38523,10.96,0.878666667,1.04,0.704,1.158
38524,11.11,0.863333333,0.912,0.556,1.028
38525,11.43,0.861333333,0.946,0.524,1.062
38526,11.65,0.870666667,0.97,0.508,1.094
38527,11.86,0.870666667,0.944,0.58,1.066
38528,11.88,0.877333333,0.964,0.544,1.072
38529,12.1,0.875333333,1.008,0.518,1.14
38530,12.08,0.869333333,1.034,0.694,1.184
38531,11.93,0.863333333,0.93,0.566,1.068
38532,12.14,0.853333333,0.908,0.516,1.046
38533,12.22,0.855333333,0.95,0.494,1.096
38534,12.21,0.860666667,0.936,0.662,1.084
38535,12.29,0.854,0.928,0.592,1.07
38536,12.43,0.853333333,0.908,0.5,1.054
38537,12.56,0.861333333,0.934,0.492,1.08
38538,12.74,0.854666667,0.95,0.658,1.11
38539,12.87,0.854,0.908,0.574,1.046
38540,5.56,0.759333333,0.81,0.44,1.068
38541,5.59,0.754,0.776,0.434,1.022
38542,5.58,0.751333333,0.778,0.438,1.02
38543,5.65,0.754,0.778,0.428,1.03
38544,5.7,0.768,0.788,0.43,1.018
38545,5.7,0.760666667,0.78,0.426,1.004
38546,5.77,0.751333333,0.792,0.42,1.056
38547,5.77,0.752,0.806,0.434,1.084
38548,5.78,0.753333333,0.776,0.43,1.032
38549,5.82,0.751333333,0.786,0.438,1.034
38550,5.88,0.752666667,0.796,0.428,1.064
38551,5.91,0.751333333,0.802,0.44,1.074
38552,5.91,0.749333333,0.784,0.44,1.052
38553,6,0.744666667,0.782,0.448,1.062
38554,6.06,0.748,0.796,0.43,1.074
38555,6.07,0.747333333,0.792,0.444,1.076
38556,6.02,0.744,0.784,0.436,1.054
38557,6.24,1,1.088,0.466,1.088
38558,6.25,0.98,1.06,0.436,1.08
38559,6.19,0.986666667,1.03,0.432,1.046
38560,6.21,0.990666667,1.064,0.426,1.074
38561,6.19,0.999333333,1.076,0.422,1.074
38562,6.19,0.99,1.036,0.42,1.048
38563,6.27,0.999333333,1.094,0.42,1.09
38564,6.25,1.008666667,1.158,0.458,1.142
38565,6.22,1.003333333,1.072,0.424,1.064
38566,6.29,1.018,1.076,0.42,1.056
38567,6.31,1.034,1.128,0.416,1.09
38568,6.33,1.046,1.17,0.454,1.114
38569,6.37,1.034,1.106,0.422,1.06
38570,6.43,1.048666667,1.128,0.418,1.074
38571,6.4,1.071333333,1.134,0.422,1.054
38572,6.46,1.084,1.23,0.456,1.124
38573,6.45,1.065333333,1.122,0.426,1.046
38574,10.26,0.790666667,0.794,0.59,1.002
38575,10.26,0.786,0.774,0.518,0.97
38576,10.25,0.802,0.752,0.486,0.914
38577,10.32,0.789333333,0.788,0.476,0.982
38578,10.19,0.793333333,0.782,0.49,0.962
38579,10.29,0.81,0.778,0.454,0.934
38580,10.48,0.804,0.814,0.452,1.002
38581,10.47,0.802666667,0.812,0.574,1.016
38582,10.47,0.804,0.806,0.498,0.984
38583,10.6,0.808666667,0.786,0.468,0.96
38584,10.69,0.8,0.816,0.466,1.012
38585,10.72,0.802666667,0.794,0.576,0.978
38586,10.86,0.800666667,0.798,0.492,0.99
38587,11.03,0.801333333,0.786,0.464,0.968
38588,11.17,0.794666667,0.782,0.462,0.972
38589,11.38,0.789333333,0.8,0.578,1.004
38590,11.32,0.786,0.762,0.486,0.958
38591,3.63,0.645333333,0.696,0.418,1.054
38592,3.65,0.644666667,0.706,0.41,1.04
38593,3.65,0.630666667,0.654,0.412,0.996
38594,3.65,0.644666667,0.686,0.41,1.014
38595,3.65,0.667333333,0.724,0.414,1.018
38596,3.67,0.631333333,0.656,0.41,0.992
38597,3.69,0.646666667,0.688,0.412,1.03
38598,3.68,0.658,0.716,0.418,1.082
38599,3.69,0.656,0.714,0.41,1.038
38600,3.69,0.632,0.66,0.41,1.008
38601,3.71,0.657333333,0.69,0.412,1.022
38602,3.72,0.656666667,0.694,0.418,1.022
38603,3.75,0.658666667,0.71,0.41,1.036
38604,3.78,0.642,0.672,0.412,1.022
38605,3.8,0.658,0.676,0.412,1.002
38606,3.81,0.66,0.71,0.418,1.06
38607,3.78,0.662666667,0.706,0.41,1.026
38608,5.88,1.010666667,1.038,0.448,1.078
38609,5.96,1.005333333,1.026,0.438,1.044
38610,5.93,1.003333333,0.99,0.434,1.03
38611,5.99,1.02,1.024,0.432,1.02
38612,5.9,1.019333333,1.026,0.434,1.034
38613,5.88,0.992666667,0.994,0.434,1.028
38614,5.92,1.014,1.05,0.428,1.07
38615,5.91,1.024666667,1.098,0.446,1.096
38616,5.97,1.021333333,1.056,0.434,1.06
38617,6.02,1.024666667,1.032,0.434,1.036
38618,5.99,1.046,1.056,0.43,1.04
38619,6.08,1.046,1.094,0.45,1.07
38620,6.08,1.046,1.058,0.442,1.044
38621,6.11,1.044666667,1.05,0.434,1.026
38622,6.17,1.057333333,1.046,0.432,1.024
38623,6.22,1.056,1.114,0.448,1.066
38624,6.16,1.05,1.04,0.442,1.03
38625,10.04,0.99,1.142,0.576,1.152
38626,10.05,0.990666667,1.056,0.52,1.066
38627,10.01,1.004666667,1.092,0.522,1.086
38628,10.11,1,1.076,0.454,1.078
38629,10.24,1.006,1.074,0.464,1.064
38630,10.19,1.004666667,1.09,0.482,1.086
38631,10.41,0.996666667,1.116,0.446,1.12
38632,10.48,1.008,1.184,0.494,1.176
38633,10.51,1.008666667,1.094,0.468,1.086
38634,10.56,1.028,1.132,0.468,1.096
38635,10.58,1.024,1.148,0.454,1.118
38636,10.61,1.028,1.194,0.496,1.154
38637,10.64,1.027333333,1.138,0.478,1.102
38638,10.73,1.040666667,1.144,0.466,1.094
38639,10.79,1.034,1.142,0.456,1.102
38640,10.83,1.038,1.188,0.502,1.138
38641,10.8,1.037333333,1.138,0.476,1.092
38642,17.49,1.066,1.314,0.482,1.096
38643,18.64,1.118666667,1.188,0.46,0.992
38644,18.83,1.178,1.286,0.512,0.986
38645,20.35,1.140666667,1.308,0.456,1.048
38646,18.79,1.262666667,1.432,0.484,1.028
38647,18.87,1.234666667,1.334,0.502,0.988
38648,18.08,1.160666667,1.334,0.592,1.06
38649,18.12,0.449333333,0.45,0.402,0.614
38650,17.94,1.148,1.146,0.464,0.964
38651,18.06,1.22,1.232,0.464,0.96
38652,17.47,0.456,0.45,0.404,0.582
38653,17.4,0.461333333,0.456,0.402,0.586
38654,18.51,1.208666667,1.28,0.466,0.994
38655,18.89,1.252666667,1.3,0.474,0.988
38656,20.79,0.460666667,0.448,0.404,0.572
38657,22.36,0.472,0.466,0.402,0.582
38658,23.26,1.231333333,1.248,0.462,0.942
38659,9,0.846666667,1.046,0.414,1.25
38660,9.03,0.882666667,1.01,0.42,1.142
38661,9.14,0.889333333,0.994,0.426,1.096
38662,9.21,0.886666667,1.026,0.426,1.156
38663,9.38,0.939333333,1.046,0.416,1.096
38664,9.45,0.906,1.018,0.424,1.096
38665,9.44,0.894,1.04,0.42,1.16
38666,9.46,0.86,1.094,0.412,1.296
38667,9.57,0.887333333,1.002,0.418,1.12
38668,9.61,0.880666667,0.996,0.428,1.12
38669,9.46,0.884,1.012,0.42,1.148
38670,9.55,0.862,1.044,0.412,1.228
38671,9.56,0.881333333,1.002,0.422,1.138
38672,9.6,0.878666667,0.988,0.426,1.124
38673,9.69,0.874,1,0.42,1.14
38674,9.65,0.836,1.006,0.414,1.24
38675,9.67,0.859333333,0.966,0.418,1.104
38676,7.47,2.188666667,2.81,0.486,1.042
38677,7.46,2.177333333,2.67,0.448,1.006
38678,7.47,2.237333333,2.64,0.442,0.988
38679,7.51,2.217333333,2.754,0.462,1.032
38680,7.5,2.358,2.748,0.464,0.972
38681,7.51,2.413333333,2.7,0.442,0.952
38682,7.62,2.246666667,2.838,0.45,1.034
38683,7.63,2.256666667,2.928,0.5,1.046
38684,7.66,2.373333333,2.838,0.456,1.006
38685,7.84,2.359333333,2.8,0.444,1.012
38686,7.89,2.276666667,2.792,0.47,1.06
38687,7.84,2.289333333,2.978,0.502,1.086
38688,7.93,0.428666667,0.402,0.404,0.554
38689,8.02,2.448,2.808,0.468,1.004
38690,8.08,0.429333333,0.41,0.406,0.578
38691,8.19,0.432,0.416,0.402,0.582
38692,8.14,0.43,0.408,0.404,0.57
38693,4.05,0.733333333,0.678,0.492,0.894
38694,4.06,0.727333333,0.678,0.45,0.898
38695,4.04,0.72,0.684,0.456,0.92
38696,4.06,0.732666667,0.682,0.454,0.896
38697,4.03,0.737333333,0.68,0.454,0.884
38698,4.04,0.72,0.686,0.458,0.92
38699,4.07,0.730666667,0.692,0.464,0.92
38700,4.08,0.736666667,0.676,0.51,0.88
38701,4.1,0.729333333,0.678,0.454,0.888
38702,4.12,0.722666667,0.69,0.462,0.932
38703,4.14,0.733333333,0.694,0.458,0.912
38704,4.15,0.735333333,0.676,0.516,0.88
38705,4.16,0.73,0.674,0.452,0.884
38706,4.17,0.72,0.694,0.462,0.94
38707,4.21,0.732666667,0.702,0.466,0.926
38708,4.22,0.734,0.682,0.52,0.896
38709,4.23,0.728666667,0.688,0.458,0.91
38710,12.89,1.142666667,1.564,0.486,1.196
38711,12.84,1.096,1.39,0.48,1.148
38712,12.9,1.091333333,1.352,0.474,1.106
38713,13.05,1.142,1.356,0.462,1.096
38714,13.27,1.128666667,1.394,0.482,1.114
38715,13.34,1.099333333,1.332,0.482,1.088
38716,13.16,1.13,1.422,0.456,1.128
38717,13.29,1.148,1.49,0.49,1.17
38718,13.12,1.113333333,1.374,0.476,1.126
38719,13.15,1.105333333,1.346,0.466,1.104
38720,13.09,1.136666667,1.414,0.476,1.132
38721,13.29,1.148,1.498,0.504,1.176
38722,13.53,1.118,1.4,0.492,1.136
38723,13.43,1.099333333,1.32,0.492,1.114
38724,13.52,1.128666667,1.364,0.472,1.108
38725,13.26,1.132,1.418,0.508,1.162
38726,13.01,1.094,1.352,0.462,1.128
38727,10.52,1.012666667,1.188,0.54,1.104
38728,10.65,1.003333333,1.176,0.488,1.098
38729,10.68,1.007333333,1.128,0.498,1.056
38730,10.77,1.008,1.208,0.47,1.13
38731,10.82,1.008,1.182,0.488,1.098
38732,10.88,1.012666667,1.144,0.504,1.064
38733,11.03,1.012,1.224,0.478,1.132
38734,11.12,1.016,1.28,0.55,1.172
38735,11.15,1.014,1.176,0.5,1.1
38736,11.29,1.02,1.142,0.502,1.068
38737,11.37,1.026666667,1.184,0.476,1.1
38738,11.45,1.037333333,1.246,0.55,1.136
38739,11.49,1.034666667,1.262,0.512,1.126
38740,11.66,1.037333333,1.194,0.5,1.088
38741,11.8,1.046666667,1.198,0.466,1.082
38742,11.96,1.044,1.256,0.55,1.14
38743,12.05,1.044,1.178,0.55,1.07
38744,13.28,1.048,1.28,0.656,1.142
38745,13.17,1.06,1.208,0.598,1.076
38746,13.23,1.078666667,1.24,0.496,1.088
38747,13.36,1.07,1.228,0.496,1.096
38748,13.33,1.06,1.228,0.602,1.096
38749,13.39,1.099333333,1.24,0.498,1.06
38750,13.67,1.064,1.308,0.542,1.154
38751,13.59,1.053333333,1.3,0.684,1.166
38752,13.75,1.066666667,1.268,0.606,1.128
38753,13.92,1.083333333,1.272,0.494,1.12
38754,13.84,1.083333333,1.29,0.538,1.136
38755,13.79,1.078666667,1.296,0.716,1.146
38756,13.77,1.082,1.25,0.602,1.106
38757,13.75,1.094,1.252,0.51,1.094
38758,14.2,1.069333333,1.254,0.488,1.114
38759,14.54,1.044666667,1.2,0.686,1.102
38760,14.46,1.044666667,1.21,0.57,1.102
38761,9.83,0.983333333,1.288,0.482,1.204
38762,9.82,0.963333333,1.14,0.456,1.12
38763,9.95,0.959333333,1.148,0.476,1.11
38764,9.97,0.984,1.122,0.452,1.094
38765,9.93,0.975333333,1.12,0.438,1.086
38766,10.07,0.966666667,1.154,0.442,1.102
38767,10.26,0.977333333,1.214,0.45,1.164
38768,10.21,0.971333333,1.226,0.48,1.202
38769,10.25,0.955333333,1.126,0.452,1.13
38770,10.29,0.94,1.168,0.456,1.168
38771,10.36,0.962666667,1.164,0.444,1.154
38772,10.52,0.963333333,1.214,0.482,1.198
38773,10.59,0.944,1.094,0.452,1.112
38774,10.62,0.932,1.128,0.444,1.148
38775,10.71,0.954,1.152,0.432,1.142
38776,10.61,0.948,1.15,0.456,1.17
38777,10.54,0.930666667,1.134,0.442,1.148
38778,8.95,0.868,1.01,0.484,1.156
38779,9.09,0.859333333,0.978,0.47,1.122
38780,9.11,0.87,0.954,0.492,1.078
38781,9.18,0.871333333,0.982,0.458,1.114
38782,9.15,0.866,0.992,0.454,1.13
38783,9.18,0.882666667,0.966,0.492,1.08
38784,9.44,0.880666667,1.014,0.468,1.138
38785,9.46,0.88,1.066,0.478,1.2
38786,9.56,0.880666667,0.984,0.484,1.104
38787,9.67,0.884666667,0.978,0.468,1.094
38788,9.79,0.89,0.994,0.468,1.108
38789,9.9,0.889333333,1.042,0.51,1.162
38790,9.98,0.887333333,0.996,0.482,1.106
38791,10.15,0.890666667,1.004,0.494,1.106
38792,10.15,0.894666667,0.978,0.472,1.074
38793,10.35,0.892,1.044,0.494,1.16
38794,10.34,0.884,0.968,0.482,1.08
38795,6.17,1.046666667,1.106,0.436,1.068
38796,6.18,1.040666667,1.098,0.418,1.064
38797,6.11,1.04,1.072,0.418,1.036
38798,6.11,1.033333333,1.084,0.416,1.064
38799,6.07,1.030666667,1.066,0.422,1.06
38800,6.08,0.999333333,1.052,0.422,1.056
38801,6.07,1.010666667,1.076,0.416,1.092
38802,6.02,1.010666667,1.094,0.436,1.11
38803,6.06,1.016,1.062,0.42,1.054
38804,6.02,1.017333333,1.064,0.418,1.052
